archor_img,postive_img,close_positive_img,negative_img,label,label_name
airplane_10487.PNG,airplane_10487.PNG,airplane_10493.PNG,truck_40855.PNG,0,airplane
airplane_10493.PNG,airplane_10493.PNG,airplane_10499.PNG,deer_40674.PNG,0,airplane
airplane_10499.PNG,airplane_10499.PNG,airplane_10513.PNG,frog_17025.PNG,0,airplane
airplane_10513.PNG,airplane_10513.PNG,airplane_10516.PNG,deer_v48787.PNG,0,airplane
airplane_10516.PNG,airplane_10516.PNG,airplane_10526.PNG,cat_v46882.PNG,0,airplane
airplane_10526.PNG,airplane_10526.PNG,airplane_10545.PNG,truck_23868.PNG,0,airplane
airplane_10545.PNG,airplane_10545.PNG,airplane_10548.PNG,truck_11984.PNG,0,airplane
airplane_10548.PNG,airplane_10548.PNG,airplane_10553.PNG,cat_18960.PNG,0,airplane
airplane_10553.PNG,airplane_10553.PNG,airplane_10574.PNG,horse_15132.PNG,0,airplane
airplane_10574.PNG,airplane_10574.PNG,airplane_10577.PNG,dog_35892.PNG,0,airplane
airplane_10577.PNG,airplane_10577.PNG,airplane_10578.PNG,ship_13738.PNG,0,airplane
airplane_10578.PNG,airplane_10578.PNG,airplane_10589.PNG,cat_29235.PNG,0,airplane
airplane_10589.PNG,airplane_10589.PNG,airplane_10601.PNG,ship_10997.PNG,0,airplane
airplane_10601.PNG,airplane_10601.PNG,airplane_10607.PNG,frog_33541.PNG,0,airplane
airplane_10607.PNG,airplane_10607.PNG,airplane_10617.PNG,deer_v46174.PNG,0,airplane
airplane_10617.PNG,airplane_10617.PNG,airplane_10637.PNG,frog_34245.PNG,0,airplane
airplane_10637.PNG,airplane_10637.PNG,airplane_10650.PNG,automobile_33314.PNG,0,airplane
airplane_10650.PNG,airplane_10650.PNG,airplane_10656.PNG,frog_v48747.PNG,0,airplane
airplane_10656.PNG,airplane_10656.PNG,airplane_10667.PNG,deer_v48738.PNG,0,airplane
airplane_10667.PNG,airplane_10667.PNG,airplane_10674.PNG,cat_5664.PNG,0,airplane
airplane_10674.PNG,airplane_10674.PNG,airplane_10675.PNG,deer_32413.PNG,0,airplane
airplane_10675.PNG,airplane_10675.PNG,airplane_10681.PNG,ship_40886.PNG,0,airplane
airplane_10681.PNG,airplane_10681.PNG,airplane_10686.PNG,ship_v47612.PNG,0,airplane
airplane_10686.PNG,airplane_10686.PNG,airplane_10689.PNG,horse_15073.PNG,0,airplane
airplane_10689.PNG,airplane_10689.PNG,airplane_10690.PNG,frog_v48710.PNG,0,airplane
airplane_10690.PNG,airplane_10690.PNG,airplane_10713.PNG,cat_9647.PNG,0,airplane
airplane_10713.PNG,airplane_10713.PNG,airplane_10716.PNG,ship_6995.PNG,0,airplane
airplane_10716.PNG,airplane_10716.PNG,airplane_10729.PNG,horse_29236.PNG,0,airplane
airplane_10729.PNG,airplane_10729.PNG,airplane_10732.PNG,automobile_40283.PNG,0,airplane
airplane_10732.PNG,airplane_10732.PNG,airplane_10741.PNG,deer_17570.PNG,0,airplane
airplane_10741.PNG,airplane_10741.PNG,airplane_10761.PNG,automobile_v49716.PNG,0,airplane
airplane_10761.PNG,airplane_10761.PNG,airplane_10764.PNG,cat_33355.PNG,0,airplane
airplane_10764.PNG,airplane_10764.PNG,airplane_10776.PNG,automobile_44385.PNG,0,airplane
airplane_10776.PNG,airplane_10776.PNG,airplane_10777.PNG,cat_39294.PNG,0,airplane
airplane_10777.PNG,airplane_10777.PNG,airplane_10782.PNG,cat_10341.PNG,0,airplane
airplane_10782.PNG,airplane_10782.PNG,airplane_10787.PNG,truck_37819.PNG,0,airplane
airplane_10787.PNG,airplane_10787.PNG,airplane_10796.PNG,deer_19943.PNG,0,airplane
airplane_10796.PNG,airplane_10796.PNG,airplane_10798.PNG,ship_v45718.PNG,0,airplane
airplane_10798.PNG,airplane_10798.PNG,airplane_10804.PNG,horse_19879.PNG,0,airplane
airplane_10804.PNG,airplane_10804.PNG,airplane_10811.PNG,automobile_43098.PNG,0,airplane
airplane_10811.PNG,airplane_10811.PNG,airplane_10812.PNG,automobile_41579.PNG,0,airplane
airplane_10812.PNG,airplane_10812.PNG,airplane_10847.PNG,ship_12196.PNG,0,airplane
airplane_10847.PNG,airplane_10847.PNG,airplane_10855.PNG,frog_32707.PNG,0,airplane
airplane_10855.PNG,airplane_10855.PNG,airplane_1086.PNG,ship_28782.PNG,0,airplane
airplane_1086.PNG,airplane_1086.PNG,airplane_10867.PNG,dog_15319.PNG,0,airplane
airplane_10867.PNG,airplane_10867.PNG,airplane_10872.PNG,automobile_31338.PNG,0,airplane
airplane_10872.PNG,airplane_10872.PNG,airplane_10893.PNG,frog_43869.PNG,0,airplane
airplane_10893.PNG,airplane_10893.PNG,airplane_10896.PNG,ship_656.PNG,0,airplane
airplane_10896.PNG,airplane_10896.PNG,airplane_10911.PNG,truck_27448.PNG,0,airplane
airplane_10911.PNG,airplane_10911.PNG,airplane_10952.PNG,truck_17629.PNG,0,airplane
airplane_10952.PNG,airplane_10952.PNG,airplane_10954.PNG,ship_24270.PNG,0,airplane
airplane_10954.PNG,airplane_10954.PNG,airplane_10955.PNG,deer_24034.PNG,0,airplane
airplane_10955.PNG,airplane_10955.PNG,airplane_1097.PNG,frog_v45751.PNG,0,airplane
airplane_1097.PNG,airplane_1097.PNG,airplane_10987.PNG,dog_44301.PNG,0,airplane
airplane_10987.PNG,airplane_10987.PNG,airplane_10989.PNG,truck_147.PNG,0,airplane
airplane_10989.PNG,airplane_10989.PNG,airplane_10990.PNG,truck_9115.PNG,0,airplane
airplane_10990.PNG,airplane_10990.PNG,airplane_11002.PNG,ship_24444.PNG,0,airplane
airplane_11002.PNG,airplane_11002.PNG,airplane_11008.PNG,dog_9391.PNG,0,airplane
airplane_11008.PNG,airplane_11008.PNG,airplane_11014.PNG,cat_43744.PNG,0,airplane
airplane_11014.PNG,airplane_11014.PNG,airplane_11018.PNG,deer_17146.PNG,0,airplane
airplane_11018.PNG,airplane_11018.PNG,airplane_11022.PNG,deer_4846.PNG,0,airplane
airplane_11022.PNG,airplane_11022.PNG,airplane_11023.PNG,dog_3965.PNG,0,airplane
airplane_11023.PNG,airplane_11023.PNG,airplane_11029.PNG,dog_20732.PNG,0,airplane
airplane_11029.PNG,airplane_11029.PNG,airplane_11031.PNG,dog_2685.PNG,0,airplane
airplane_11031.PNG,airplane_11031.PNG,airplane_11054.PNG,deer_41657.PNG,0,airplane
airplane_11054.PNG,airplane_11054.PNG,airplane_11056.PNG,dog_1066.PNG,0,airplane
airplane_11056.PNG,airplane_11056.PNG,airplane_11060.PNG,horse_10490.PNG,0,airplane
airplane_11060.PNG,airplane_11060.PNG,airplane_11073.PNG,deer_17199.PNG,0,airplane
airplane_11073.PNG,airplane_11073.PNG,airplane_11076.PNG,ship_3310.PNG,0,airplane
airplane_11076.PNG,airplane_11076.PNG,airplane_11078.PNG,ship_12605.PNG,0,airplane
airplane_11078.PNG,airplane_11078.PNG,airplane_11080.PNG,ship_43014.PNG,0,airplane
airplane_11080.PNG,airplane_11080.PNG,airplane_11100.PNG,horse_30409.PNG,0,airplane
airplane_11100.PNG,airplane_11100.PNG,airplane_11107.PNG,cat_v48912.PNG,0,airplane
airplane_11107.PNG,airplane_11107.PNG,airplane_11114.PNG,ship_33802.PNG,0,airplane
airplane_11114.PNG,airplane_11114.PNG,airplane_11122.PNG,automobile_18784.PNG,0,airplane
airplane_11122.PNG,airplane_11122.PNG,airplane_11151.PNG,dog_33757.PNG,0,airplane
airplane_11151.PNG,airplane_11151.PNG,airplane_11169.PNG,truck_18310.PNG,0,airplane
airplane_11169.PNG,airplane_11169.PNG,airplane_11176.PNG,truck_44247.PNG,0,airplane
airplane_11176.PNG,airplane_11176.PNG,airplane_11178.PNG,cat_9166.PNG,0,airplane
airplane_11178.PNG,airplane_11178.PNG,airplane_1119.PNG,horse_35511.PNG,0,airplane
airplane_1119.PNG,airplane_1119.PNG,airplane_11208.PNG,deer_v49699.PNG,0,airplane
airplane_11208.PNG,airplane_11208.PNG,airplane_11216.PNG,horse_16171.PNG,0,airplane
airplane_11216.PNG,airplane_11216.PNG,airplane_11218.PNG,ship_1859.PNG,0,airplane
airplane_11218.PNG,airplane_11218.PNG,airplane_11224.PNG,cat_2564.PNG,0,airplane
airplane_11224.PNG,airplane_11224.PNG,airplane_11229.PNG,horse_40208.PNG,0,airplane
airplane_11229.PNG,airplane_11229.PNG,airplane_1123.PNG,horse_v47325.PNG,0,airplane
airplane_1123.PNG,airplane_1123.PNG,airplane_11237.PNG,cat_28373.PNG,0,airplane
airplane_11237.PNG,airplane_11237.PNG,airplane_11238.PNG,automobile_43891.PNG,0,airplane
airplane_11238.PNG,airplane_11238.PNG,airplane_11240.PNG,dog_1928.PNG,0,airplane
airplane_11240.PNG,airplane_11240.PNG,airplane_11251.PNG,deer_1557.PNG,0,airplane
airplane_11251.PNG,airplane_11251.PNG,airplane_11255.PNG,ship_24132.PNG,0,airplane
airplane_11255.PNG,airplane_11255.PNG,airplane_11263.PNG,ship_v47886.PNG,0,airplane
airplane_11263.PNG,airplane_11263.PNG,airplane_11276.PNG,automobile_32988.PNG,0,airplane
airplane_11276.PNG,airplane_11276.PNG,airplane_11280.PNG,frog_15316.PNG,0,airplane
airplane_11280.PNG,airplane_11280.PNG,airplane_11283.PNG,cat_44663.PNG,0,airplane
airplane_11283.PNG,airplane_11283.PNG,airplane_11297.PNG,cat_3043.PNG,0,airplane
airplane_11297.PNG,airplane_11297.PNG,airplane_1130.PNG,deer_6603.PNG,0,airplane
airplane_1130.PNG,airplane_1130.PNG,airplane_11302.PNG,frog_6093.PNG,0,airplane
airplane_11302.PNG,airplane_11302.PNG,airplane_11304.PNG,ship_38002.PNG,0,airplane
airplane_11304.PNG,airplane_11304.PNG,airplane_11305.PNG,horse_18500.PNG,0,airplane
airplane_11305.PNG,airplane_11305.PNG,airplane_11325.PNG,deer_32822.PNG,0,airplane
airplane_11325.PNG,airplane_11325.PNG,airplane_11356.PNG,frog_v47479.PNG,0,airplane
airplane_11356.PNG,airplane_11356.PNG,airplane_11372.PNG,deer_27494.PNG,0,airplane
airplane_11372.PNG,airplane_11372.PNG,airplane_11374.PNG,frog_14212.PNG,0,airplane
airplane_11374.PNG,airplane_11374.PNG,airplane_11400.PNG,deer_21929.PNG,0,airplane
airplane_11400.PNG,airplane_11400.PNG,airplane_11416.PNG,truck_v47435.PNG,0,airplane
airplane_11416.PNG,airplane_11416.PNG,airplane_1142.PNG,automobile_37702.PNG,0,airplane
airplane_1142.PNG,airplane_1142.PNG,airplane_11424.PNG,horse_15222.PNG,0,airplane
airplane_11424.PNG,airplane_11424.PNG,airplane_11425.PNG,dog_v46350.PNG,0,airplane
airplane_11425.PNG,airplane_11425.PNG,airplane_11431.PNG,truck_39993.PNG,0,airplane
airplane_11431.PNG,airplane_11431.PNG,airplane_1144.PNG,dog_11826.PNG,0,airplane
airplane_1144.PNG,airplane_1144.PNG,airplane_11440.PNG,dog_27893.PNG,0,airplane
airplane_11440.PNG,airplane_11440.PNG,airplane_11451.PNG,frog_24717.PNG,0,airplane
airplane_11451.PNG,airplane_11451.PNG,airplane_1147.PNG,frog_6213.PNG,0,airplane
airplane_1147.PNG,airplane_1147.PNG,airplane_11474.PNG,horse_12535.PNG,0,airplane
airplane_11474.PNG,airplane_11474.PNG,airplane_11475.PNG,deer_13412.PNG,0,airplane
airplane_11475.PNG,airplane_11475.PNG,airplane_11479.PNG,dog_34988.PNG,0,airplane
airplane_11479.PNG,airplane_11479.PNG,airplane_11487.PNG,truck_33858.PNG,0,airplane
airplane_11487.PNG,airplane_11487.PNG,airplane_115.PNG,frog_v46379.PNG,0,airplane
airplane_115.PNG,airplane_115.PNG,airplane_11509.PNG,cat_24910.PNG,0,airplane
airplane_11509.PNG,airplane_11509.PNG,airplane_11514.PNG,automobile_20746.PNG,0,airplane
airplane_11514.PNG,airplane_11514.PNG,airplane_11535.PNG,dog_40905.PNG,0,airplane
airplane_11535.PNG,airplane_11535.PNG,airplane_11554.PNG,automobile_33658.PNG,0,airplane
airplane_11554.PNG,airplane_11554.PNG,airplane_11563.PNG,deer_38496.PNG,0,airplane
airplane_11563.PNG,airplane_11563.PNG,airplane_11572.PNG,frog_15787.PNG,0,airplane
airplane_11572.PNG,airplane_11572.PNG,airplane_11583.PNG,automobile_42707.PNG,0,airplane
airplane_11583.PNG,airplane_11583.PNG,airplane_116.PNG,truck_21801.PNG,0,airplane
airplane_116.PNG,airplane_116.PNG,airplane_11612.PNG,dog_v46867.PNG,0,airplane
airplane_11612.PNG,airplane_11612.PNG,airplane_11615.PNG,dog_3810.PNG,0,airplane
airplane_11615.PNG,airplane_11615.PNG,airplane_11618.PNG,automobile_29299.PNG,0,airplane
airplane_11618.PNG,airplane_11618.PNG,airplane_11633.PNG,dog_42111.PNG,0,airplane
airplane_11633.PNG,airplane_11633.PNG,airplane_11642.PNG,automobile_35207.PNG,0,airplane
airplane_11642.PNG,airplane_11642.PNG,airplane_11643.PNG,cat_4581.PNG,0,airplane
airplane_11643.PNG,airplane_11643.PNG,airplane_1166.PNG,ship_v49865.PNG,0,airplane
airplane_1166.PNG,airplane_1166.PNG,airplane_11661.PNG,frog_620.PNG,0,airplane
airplane_11661.PNG,airplane_11661.PNG,airplane_11671.PNG,cat_v49544.PNG,0,airplane
airplane_11671.PNG,airplane_11671.PNG,airplane_1168.PNG,truck_6178.PNG,0,airplane
airplane_1168.PNG,airplane_1168.PNG,airplane_11682.PNG,horse_27230.PNG,0,airplane
airplane_11682.PNG,airplane_11682.PNG,airplane_11689.PNG,ship_11261.PNG,0,airplane
airplane_11689.PNG,airplane_11689.PNG,airplane_11691.PNG,deer_32260.PNG,0,airplane
airplane_11691.PNG,airplane_11691.PNG,airplane_11709.PNG,cat_20528.PNG,0,airplane
airplane_11709.PNG,airplane_11709.PNG,airplane_11721.PNG,frog_31601.PNG,0,airplane
airplane_11721.PNG,airplane_11721.PNG,airplane_11732.PNG,frog_38662.PNG,0,airplane
airplane_11732.PNG,airplane_11732.PNG,airplane_11734.PNG,dog_34841.PNG,0,airplane
airplane_11734.PNG,airplane_11734.PNG,airplane_11762.PNG,horse_28182.PNG,0,airplane
airplane_11762.PNG,airplane_11762.PNG,airplane_11768.PNG,ship_26337.PNG,0,airplane
airplane_11768.PNG,airplane_11768.PNG,airplane_11772.PNG,deer_23823.PNG,0,airplane
airplane_11772.PNG,airplane_11772.PNG,airplane_11775.PNG,automobile_19866.PNG,0,airplane
airplane_11775.PNG,airplane_11775.PNG,airplane_1178.PNG,automobile_21398.PNG,0,airplane
airplane_1178.PNG,airplane_1178.PNG,airplane_11783.PNG,dog_1786.PNG,0,airplane
airplane_11783.PNG,airplane_11783.PNG,airplane_11802.PNG,deer_v49518.PNG,0,airplane
airplane_11802.PNG,airplane_11802.PNG,airplane_11812.PNG,ship_v45578.PNG,0,airplane
airplane_11812.PNG,airplane_11812.PNG,airplane_11835.PNG,truck_32084.PNG,0,airplane
airplane_11835.PNG,airplane_11835.PNG,airplane_11838.PNG,ship_39393.PNG,0,airplane
airplane_11838.PNG,airplane_11838.PNG,airplane_11844.PNG,horse_3213.PNG,0,airplane
airplane_11844.PNG,airplane_11844.PNG,airplane_11849.PNG,frog_24879.PNG,0,airplane
airplane_11849.PNG,airplane_11849.PNG,airplane_1185.PNG,horse_v47996.PNG,0,airplane
airplane_1185.PNG,airplane_1185.PNG,airplane_1187.PNG,frog_44239.PNG,0,airplane
airplane_1187.PNG,airplane_1187.PNG,airplane_11879.PNG,cat_37998.PNG,0,airplane
airplane_11879.PNG,airplane_11879.PNG,airplane_1188.PNG,dog_v46489.PNG,0,airplane
airplane_1188.PNG,airplane_1188.PNG,airplane_11887.PNG,deer_9041.PNG,0,airplane
airplane_11887.PNG,airplane_11887.PNG,airplane_11897.PNG,frog_8220.PNG,0,airplane
airplane_11897.PNG,airplane_11897.PNG,airplane_11908.PNG,ship_20150.PNG,0,airplane
airplane_11908.PNG,airplane_11908.PNG,airplane_11912.PNG,horse_21086.PNG,0,airplane
airplane_11912.PNG,airplane_11912.PNG,airplane_11913.PNG,ship_23199.PNG,0,airplane
airplane_11913.PNG,airplane_11913.PNG,airplane_11919.PNG,dog_18714.PNG,0,airplane
airplane_11919.PNG,airplane_11919.PNG,airplane_11937.PNG,frog_42169.PNG,0,airplane
airplane_11937.PNG,airplane_11937.PNG,airplane_11939.PNG,horse_14947.PNG,0,airplane
airplane_11939.PNG,airplane_11939.PNG,airplane_11944.PNG,deer_23424.PNG,0,airplane
airplane_11944.PNG,airplane_11944.PNG,airplane_11946.PNG,dog_20156.PNG,0,airplane
airplane_11946.PNG,airplane_11946.PNG,airplane_1195.PNG,frog_8891.PNG,0,airplane
airplane_1195.PNG,airplane_1195.PNG,airplane_11958.PNG,automobile_13615.PNG,0,airplane
airplane_11958.PNG,airplane_11958.PNG,airplane_11963.PNG,automobile_16256.PNG,0,airplane
airplane_11963.PNG,airplane_11963.PNG,airplane_11975.PNG,frog_41809.PNG,0,airplane
airplane_11975.PNG,airplane_11975.PNG,airplane_11979.PNG,dog_v46471.PNG,0,airplane
airplane_11979.PNG,airplane_11979.PNG,airplane_11989.PNG,dog_36171.PNG,0,airplane
airplane_11989.PNG,airplane_11989.PNG,airplane_12009.PNG,deer_41382.PNG,0,airplane
airplane_12009.PNG,airplane_12009.PNG,airplane_12010.PNG,dog_15242.PNG,0,airplane
airplane_12010.PNG,airplane_12010.PNG,airplane_12028.PNG,horse_13516.PNG,0,airplane
airplane_12028.PNG,airplane_12028.PNG,airplane_12029.PNG,frog_36365.PNG,0,airplane
airplane_12029.PNG,airplane_12029.PNG,airplane_12030.PNG,automobile_39352.PNG,0,airplane
airplane_12030.PNG,airplane_12030.PNG,airplane_12037.PNG,automobile_14878.PNG,0,airplane
airplane_12037.PNG,airplane_12037.PNG,airplane_1205.PNG,frog_18904.PNG,0,airplane
airplane_1205.PNG,airplane_1205.PNG,airplane_12052.PNG,frog_20160.PNG,0,airplane
airplane_12052.PNG,airplane_12052.PNG,airplane_12056.PNG,ship_34785.PNG,0,airplane
airplane_12056.PNG,airplane_12056.PNG,airplane_12062.PNG,ship_18897.PNG,0,airplane
airplane_12062.PNG,airplane_12062.PNG,airplane_12072.PNG,ship_7131.PNG,0,airplane
airplane_12072.PNG,airplane_12072.PNG,airplane_12073.PNG,frog_5728.PNG,0,airplane
airplane_12073.PNG,airplane_12073.PNG,airplane_12078.PNG,horse_25109.PNG,0,airplane
airplane_12078.PNG,airplane_12078.PNG,airplane_12079.PNG,frog_27626.PNG,0,airplane
airplane_12079.PNG,airplane_12079.PNG,airplane_12083.PNG,automobile_13240.PNG,0,airplane
airplane_12083.PNG,airplane_12083.PNG,airplane_12095.PNG,dog_33313.PNG,0,airplane
airplane_12095.PNG,airplane_12095.PNG,airplane_1211.PNG,cat_36624.PNG,0,airplane
airplane_1211.PNG,airplane_1211.PNG,airplane_12121.PNG,horse_22359.PNG,0,airplane
airplane_12121.PNG,airplane_12121.PNG,airplane_12129.PNG,horse_388.PNG,0,airplane
airplane_12129.PNG,airplane_12129.PNG,airplane_12130.PNG,horse_4513.PNG,0,airplane
airplane_12130.PNG,airplane_12130.PNG,airplane_12131.PNG,frog_15536.PNG,0,airplane
airplane_12131.PNG,airplane_12131.PNG,airplane_12133.PNG,dog_v47463.PNG,0,airplane
airplane_12133.PNG,airplane_12133.PNG,airplane_12139.PNG,frog_26157.PNG,0,airplane
airplane_12139.PNG,airplane_12139.PNG,airplane_1214.PNG,horse_15551.PNG,0,airplane
airplane_1214.PNG,airplane_1214.PNG,airplane_12149.PNG,deer_22274.PNG,0,airplane
airplane_12149.PNG,airplane_12149.PNG,airplane_1216.PNG,dog_v48083.PNG,0,airplane
airplane_1216.PNG,airplane_1216.PNG,airplane_12165.PNG,truck_20013.PNG,0,airplane
airplane_12165.PNG,airplane_12165.PNG,airplane_12178.PNG,deer_1516.PNG,0,airplane
airplane_12178.PNG,airplane_12178.PNG,airplane_12181.PNG,horse_1729.PNG,0,airplane
airplane_12181.PNG,airplane_12181.PNG,airplane_12192.PNG,frog_37694.PNG,0,airplane
airplane_12192.PNG,airplane_12192.PNG,airplane_12209.PNG,frog_v45895.PNG,0,airplane
airplane_12209.PNG,airplane_12209.PNG,airplane_12226.PNG,dog_42494.PNG,0,airplane
airplane_12226.PNG,airplane_12226.PNG,airplane_12230.PNG,ship_20461.PNG,0,airplane
airplane_12230.PNG,airplane_12230.PNG,airplane_12234.PNG,automobile_24255.PNG,0,airplane
airplane_12234.PNG,airplane_12234.PNG,airplane_12252.PNG,deer_9852.PNG,0,airplane
airplane_12252.PNG,airplane_12252.PNG,airplane_12257.PNG,horse_13132.PNG,0,airplane
airplane_12257.PNG,airplane_12257.PNG,airplane_12265.PNG,automobile_31694.PNG,0,airplane
airplane_12265.PNG,airplane_12265.PNG,airplane_1227.PNG,ship_35266.PNG,0,airplane
airplane_1227.PNG,airplane_1227.PNG,airplane_12270.PNG,automobile_21706.PNG,0,airplane
airplane_12270.PNG,airplane_12270.PNG,airplane_12284.PNG,truck_37138.PNG,0,airplane
airplane_12284.PNG,airplane_12284.PNG,airplane_12294.PNG,frog_v46052.PNG,0,airplane
airplane_12294.PNG,airplane_12294.PNG,airplane_12296.PNG,horse_22896.PNG,0,airplane
airplane_12296.PNG,airplane_12296.PNG,airplane_12297.PNG,ship_34001.PNG,0,airplane
airplane_12297.PNG,airplane_12297.PNG,airplane_12325.PNG,frog_31427.PNG,0,airplane
airplane_12325.PNG,airplane_12325.PNG,airplane_12328.PNG,frog_26395.PNG,0,airplane
airplane_12328.PNG,airplane_12328.PNG,airplane_1234.PNG,truck_40898.PNG,0,airplane
airplane_1234.PNG,airplane_1234.PNG,airplane_12344.PNG,cat_39651.PNG,0,airplane
airplane_12344.PNG,airplane_12344.PNG,airplane_12345.PNG,horse_15796.PNG,0,airplane
airplane_12345.PNG,airplane_12345.PNG,airplane_12355.PNG,automobile_12516.PNG,0,airplane
airplane_12355.PNG,airplane_12355.PNG,airplane_12363.PNG,automobile_8548.PNG,0,airplane
airplane_12363.PNG,airplane_12363.PNG,airplane_12375.PNG,horse_13339.PNG,0,airplane
airplane_12375.PNG,airplane_12375.PNG,airplane_12393.PNG,truck_10075.PNG,0,airplane
airplane_12393.PNG,airplane_12393.PNG,airplane_12409.PNG,deer_5677.PNG,0,airplane
airplane_12409.PNG,airplane_12409.PNG,airplane_12414.PNG,horse_24917.PNG,0,airplane
airplane_12414.PNG,airplane_12414.PNG,airplane_12419.PNG,truck_21575.PNG,0,airplane
airplane_12419.PNG,airplane_12419.PNG,airplane_12420.PNG,dog_34891.PNG,0,airplane
airplane_12420.PNG,airplane_12420.PNG,airplane_12429.PNG,horse_11410.PNG,0,airplane
